path,k,#suppressed,avg class size,min class size,max class size,#eqs,total gen level,precision,granularity/loss,non-uniform entropy,squared error,discernibility,ambiguity,record-level squared error,gender gen level,age gen level,smoking_status gen level,ZIP gen level
../output/patients/arx_stats/Anonymized/1/1_5_2_0.csv,10.0,26253.0,11.3793103448,10.0,17.0,29.0,8.0,0.0031034872,0.0037352026,0.0071427407,0.0156794708,0.0124089769,0.0124130553,0.0018079987,1.0,5.0,2.0,0.0
../output/patients/arx_stats/Anonymized/1/0_2_2_2.csv,10.0,23882.0,12.6214953271,10.0,33.0,214.0,6.0,0.0558834594,0.078371013,0.0551936557,0.1064176463,0.1015585591,0.1015948937,0.0598792671,0.0,2.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/0_3_1_2.csv,10.0,22793.0,13.2055749129,10.0,39.0,287.0,6.0,0.1041972313,0.1320940146,0.0776293711,0.1476518063,0.1425009891,0.1425604414,0.1286679329,0.0,3.0,1.0,2.0
../output/patients/arx_stats/Anonymized/1/0_3_1_5.csv,10.0,5.0,1328.9,52.0,2983.0,20.0,9.0,0.5572283038,0.6075884472,0.1821703851,3.03977e-05,0.9237007237,0.9700101509,0.5050519969,0.0,3.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/1_5_0_1.csv,10.0,21571.0,13.9610027855,10.0,47.0,359.0,7.0,0.0848436971,0.0945270099,0.0998380306,0.2001366147,0.1884362083,0.1885089099,0.048400585,1.0,5.0,0.0,1.0
../output/patients/arx_stats/Anonymized/1/0_2_2_5.csv,10.0,5.0,1476.5555555556,206.0,2399.0,18.0,9.0,0.3999247639,0.4713357931,0.1845593283,3.18436e-05,0.9355573542,0.9664849236,0.3581212887,0.0,2.0,2.0,5.0
../output/patients/arx_stats/Anonymized/1/1_2_2_2.csv,10.0,18931.0,14.4105461394,10.0,47.0,531.0,7.0,0.0863559418,0.1643197003,0.1537182356,0.2997818934,0.2876885079,0.2877687956,0.0747171578,1.0,2.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/1_3_1_2.csv,10.0,17254.0,14.9264,10.0,49.0,625.0,7.0,0.1656838957,0.2523392042,0.186512464,0.3619850251,0.3507232694,0.350858444,0.1428160779,1.0,3.0,1.0,2.0
../output/patients/arx_stats/Anonymized/1/1_3_1_5.csv,10.0,0.0,2658.3,255.0,5213.0,10.0,10.0,0.3073223489,0.4070879423,0.1374834871,3.0378e-05,0.8558560527,0.9105719923,0.2269148977,1.0,3.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/1_2_2_5.csv,10.0,0.0,2953.6666666667,525.0,4068.0,9.0,10.0,0.15,0.2708183088,0.1398709628,3.18242e-05,0.876758603,0.9000000721,0.1244933959,1.0,2.0,2.0,5.0
../output/patients/arx_stats/Anonymized/1/0_5_0_1.csv,10.0,24807.0,12.5957446809,10.0,30.0,141.0,6.0,0.0467667306,0.0468967956,0.0361670727,0.0697584124,0.0667778935,0.0668053097,0.0401811026,0.0,5.0,0.0,1.0
../output/patients/arx_stats/Anonymized/1/1_3_0_4.csv,10.0,66.0,193.5547445255,10.0,643.0,137.0,8.0,0.3990068841,0.7088366175,0.3019717132,0.986262917,0.9839556562,0.9905244118,0.4058006939,1.0,3.0,0.0,4.0
../output/patients/arx_stats/Anonymized/1/1_3_0_3.csv,10.0,2103.0,33.8589211618,10.0,143.0,723.0,7.0,0.4144001806,0.6798932653,0.4057998013,0.921528247,0.9191632343,0.9200851004,0.3766887426,1.0,3.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/1_5_1_0.csv,10.0,26543.0,10.0,10.0,10.0,4.0,7.0,0.0007523605,0.0007546081,0.0008456249,0.0020771526,0.0015042121,0.001504685,0.0004430796,1.0,5.0,1.0,0.0
../output/patients/arx_stats/Anonymized/1/0_3_0_4.csv,10.0,297.0,111.3813559322,10.0,388.0,236.0,7.0,0.64273784,0.9009977807,0.3436591552,0.9775173375,0.9816401303,0.9865147482,0.8640793186,0.0,3.0,0.0,4.0
../output/patients/arx_stats/Anonymized/1/1_4_2_0.csv,10.0,26572.0,11.0,11.0,11.0,1.0,7.0,0.0001241395,0.0001992162,0.0002298289,0.0004724378,0.0004136428,0.0004137864,0.0001219962,1.0,4.0,2.0,0.0
../output/patients/arx_stats/Anonymized/1/0_3_0_3.csv,10.0,5331.0,22.7294117647,10.0,92.0,935.0,6.0,0.5596208103,0.7505175907,0.3847669535,0.8025220824,0.798568578,0.7992182913,0.7148891602,0.0,3.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/0_2_1_5.csv,10.0,14.0,781.4411764706,52.0,1527.0,34.0,8.0,0.6070411541,0.6374801453,0.2267597831,3.18555e-05,0.9611446734,0.9845800318,0.5161485862,0.0,2.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/1_4_0_1.csv,10.0,25216.0,12.5412844037,10.0,27.0,109.0,6.0,0.0257119212,0.0350649634,0.0280011736,0.0544210777,0.0513996078,0.0514197566,0.0202459711,1.0,4.0,0.0,1.0
../output/patients/arx_stats/Anonymized/1/0_3_2_5.csv,10.0,5.0,2657.8,206.0,4765.0,10.0,10.0,0.3499341685,0.4412505297,0.1399066891,3.03706e-05,0.871875198,0.9331578572,0.3497418277,0.0,3.0,2.0,5.0
../output/patients/arx_stats/Anonymized/1/0_3_2_2.csv,10.0,18636.0,14.4754098361,10.0,60.0,549.0,7.0,0.1494752285,0.2216352209,0.1584827598,0.3117409815,0.2987746324,0.2988931891,0.1695201318,0.0,3.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/0_2_1_2.csv,10.0,25783.0,11.5942028986,10.0,21.0,69.0,5.0,0.0238122108,0.0290373122,0.0166800592,0.0316278367,0.0300819601,0.0300931972,0.0298219128,0.0,2.0,1.0,2.0
../output/patients/arx_stats/Anonymized/1/1_2_1_5.csv,10.0,9.0,1563.1764705882,255.0,2822.0,17.0,9.0,0.3572292443,0.4370532178,0.182140856,3.18362e-05,0.9271473014,0.9549700447,0.234043047,1.0,2.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/1_3_2_5.csv,10.0,0.0,5316.6,525.0,8000.0,5.0,11.0,0.1,0.2407273856,0.0952135939,3.03509e-05,0.7544268458,0.800000064,0.1182830828,1.0,3.0,2.0,5.0
../output/patients/arx_stats/Anonymized/1/0_4_0_1.csv,10.0,26286.0,12.375,10.0,20.0,24.0,5.0,0.0083794154,0.0098595543,0.0061727208,0.0124232698,0.0111675391,0.0111722459,0.0094593954,0.0,4.0,0.0,1.0
../output/patients/arx_stats/Anonymized/1/1_3_2_2.csv,10.0,11085.0,17.22,10.0,83.0,900.0,8.0,0.1457510439,0.3153554211,0.2969696501,0.5938976731,0.5825517474,0.5827244112,0.1466662945,1.0,3.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/1_2_1_2.csv,10.0,23169.0,12.8830188679,10.0,27.0,265.0,6.0,0.067823421,0.0968048069,0.070311128,0.1367592831,0.1283661054,0.1284111289,0.0547114198,1.0,2.0,1.0,2.0
../output/patients/arx_stats/Anonymized/1/1_3_1_4.csv,10.0,0.0,265.83,12.0,643.0,100.0,9.0,0.3573223489,0.6763669362,0.2869674611,0.9885753505,0.984723131,0.9905979871,0.389152616,1.0,3.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/1_2_2_4.csv,10.0,0.0,295.3666666667,32.0,558.0,90.0,9.0,0.2,0.5400973026,0.2893549368,0.9885767967,0.98689714,0.9894885247,0.2615293947,1.0,2.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/1_2_2_3.csv,10.0,768.0,36.513437058,10.0,131.0,707.0,8.0,0.2427773389,0.5514177022,0.4189453701,0.9690706286,0.9694271516,0.9698491657,0.2539871283,1.0,2.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/1_3_1_3.csv,10.0,1123.0,41.1974110032,10.0,143.0,618.0,8.0,0.3916271677,0.6755720152,0.4097269324,0.9560162233,0.9558006619,0.9566548965,0.3740996865,1.0,3.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/0_3_1_4.csv,10.0,103.0,144.6994535519,10.0,388.0,183.0,8.0,0.6050483392,0.873616932,0.3305651567,0.9847000319,0.9880630982,0.9930022496,0.8209074059,0.0,3.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/1_5_0_0.csv,10.0,26543.0,10.0,10.0,10.0,4.0,6.0,0.0007523605,0.0007546081,0.0008456249,0.0020771526,0.0015042121,0.001504685,0.0004430796,1.0,5.0,0.0,0.0
../output/patients/arx_stats/Anonymized/1/0_2_2_4.csv,10.0,5.0,147.6555555556,14.0,318.0,180.0,8.0,0.4499153594,0.7405648328,0.3340268039,0.9884168473,0.9929841071,0.9963088741,0.5589300851,0.0,2.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/0_2_2_3.csv,10.0,2895.0,21.5345454545,10.0,83.0,1100.0,7.0,0.4455479066,0.6846260323,0.4235620941,0.8916726749,0.8902360244,0.8906973933,0.5015638741,0.0,2.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/0_3_1_3.csv,10.0,2856.0,24.3353846154,10.0,92.0,975.0,7.0,0.5901572434,0.8101855397,0.4200040773,0.8920797629,0.8915447958,0.8922151464,0.7494450219,0.0,3.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/1_1_2_1.csv,10.0,26573.0,10.0,10.0,10.0,1.0,5.0,0.0001504721,0.0002206509,0.0002144114,0.0005139958,0.000376053,0.0003761667,9.92001e-05,1.0,1.0,2.0,1.0
../output/patients/arx_stats/Anonymized/1/1_4_1_1.csv,10.0,25064.0,12.4508196721,10.0,27.0,122.0,7.0,0.0277574013,0.0383110865,0.03147133,0.0608357603,0.0571151806,0.0571366758,0.0219185912,1.0,4.0,1.0,1.0
../output/patients/arx_stats/Anonymized/1/0_2_0_5.csv,10.0,14.0,531.38,20.0,1527.0,50.0,7.0,0.649657676,0.6716766915,0.242228534,3.18585e-05,0.9652554807,0.9883681673,0.536525985,0.0,2.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/1_5_2_1.csv,10.0,14867.0,15.7685060565,10.0,73.0,743.0,9.0,0.0881465598,0.1325595022,0.2346544714,0.4607761196,0.440434991,0.4405298966,0.0538497862,1.0,5.0,2.0,1.0
../output/patients/arx_stats/Anonymized/1/0_2_0_2.csv,10.0,25839.0,11.625,10.0,21.0,64.0,4.0,0.0223902494,0.0272007731,0.0154401593,0.0289583332,0.0279761622,0.0279867179,0.0281230191,0.0,2.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/0_4_1_1.csv,10.0,26276.0,12.28,10.0,20.0,25.0,6.0,0.0086145281,0.010153799,0.0064084341,0.0129378584,0.0115435922,0.0115484069,0.009673009,0.0,4.0,1.0,1.0
../output/patients/arx_stats/Anonymized/1/0_5_2_1.csv,10.0,21459.0,13.5915119363,10.0,44.0,377.0,8.0,0.0867396456,0.0966378664,0.1049124916,0.2041637164,0.1926522391,0.1927197612,0.075236047,0.0,5.0,2.0,1.0
../output/patients/arx_stats/Anonymized/1/1_2_0_5.csv,10.0,9.0,1062.96,45.0,2822.0,25.0,8.0,0.3998645751,0.4712648569,0.1976156548,3.18391e-05,0.9352261791,0.9663394672,0.247512203,1.0,2.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/1_2_0_2.csv,10.0,23692.0,13.0814479638,10.0,27.0,221.0,5.0,0.0598145431,0.0838868533,0.0587261858,0.1148458941,0.1087002719,0.1087418367,0.0482947666,1.0,2.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/0_5_0_4.csv,10.0,5.0,442.9666666667,113.0,1375.0,60.0,9.0,0.5498965504,0.6703658849,0.2519130391,0.9883850578,0.9724099979,0.9881349371,0.5232685871,0.0,5.0,0.0,4.0
../output/patients/arx_stats/Anonymized/1/0_1_0_4.csv,10.0,1084.0,35.3171745152,10.0,128.0,722.0,5.0,0.7194165444,0.9172001153,0.4191862979,0.9486551346,0.9573774919,0.9586590797,0.9079579393,0.0,1.0,0.0,4.0
../output/patients/arx_stats/Anonymized/1/0_1_0_3.csv,10.0,18987.0,13.164644714,10.0,31.0,577.0,4.0,0.2285972238,0.280984414,0.1538528481,0.29162911,0.2856050585,0.2857220166,0.2916618598,0.0,1.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/0_5_0_3.csv,10.0,428.0,52.1015936255,10.0,310.0,502.0,8.0,0.5903396908,0.6869871737,0.3872723371,0.9828795103,0.9803786198,0.9824853868,0.5181173289,0.0,5.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/1_5_0_4.csv,10.0,0.0,886.1,238.0,2236.0,30.0,10.0,0.3,0.4698851485,0.2072364423,0.9885450025,0.947807784,0.9649615621,0.2377272656,1.0,5.0,0.0,4.0
../output/patients/arx_stats/Anonymized/1/1_1_0_4.csv,10.0,217.0,61.6028037383,10.0,241.0,428.0,6.0,0.4959184441,0.7495310206,0.3888221301,0.9811005308,0.9883519004,0.9900966491,0.4159300804,1.0,1.0,0.0,4.0
../output/patients/arx_stats/Anonymized/1/1_1_0_3.csv,10.0,11666.0,16.1965255157,10.0,52.0,921.0,5.0,0.3086314562,0.4394283824,0.2899007078,0.5648827323,0.5607738639,0.561014777,0.2433020209,1.0,1.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/1_5_0_3.csv,10.0,71.0,95.3669064748,10.0,490.0,278.0,9.0,0.349065192,0.4963259949,0.3473854502,0.9970907001,0.9906195653,0.9930644536,0.2387853055,1.0,5.0,0.0,3.0
../output/patients/arx_stats/Anonymized/1/1_0_1_5.csv,10.0,18.0,173.6274509804,15.0,706.0,153.0,7.0,0.4570684272,0.4639910632,0.3304037367,3.2265e-05,0.991601911,0.9948560653,0.2361663033,1.0,0.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/1_4_1_5.csv,10.0,0.0,4430.5,255.0,9564.0,6.0,11.0,0.2583098221,0.3480946551,0.0932554955,2.45219e-05,0.7227134612,0.8231000421,0.199110405,1.0,4.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/1_1_2_5.csv,10.0,0.0,1563.7058823529,525.0,2137.0,17.0,9.0,0.2,0.2858637704,0.1841656831,3.21754e-05,0.9374764997,0.9500000761,0.1259845374,1.0,1.0,2.0,5.0
../output/patients/arx_stats/Anonymized/1/1_4_1_2.csv,10.0,10111.0,18.2011049724,10.0,79.0,905.0,8.0,0.2595088967,0.4066940824,0.3117207922,0.6282258459,0.619115705,0.6194019344,0.2260303468,1.0,4.0,1.0,2.0
../output/patients/arx_stats/Anonymized/1/1_1_2_2.csv,10.0,24115.0,12.2786069652,10.0,25.0,201.0,6.0,0.0324944513,0.054380077,0.0506929577,0.0991475278,0.0927996896,0.0928252315,0.024132877,1.0,1.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/1_5_2_2.csv,10.0,858.0,36.4893617021,10.0,233.0,705.0,10.0,0.14515856,0.2906450766,0.4120827802,0.9651406601,0.965590089,0.9658896072,0.1133644307,1.0,5.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/1_0_1_2.csv,10.0,26573.0,10.0,10.0,10.0,1.0,4.0,0.0002445172,0.0003004226,0.0002183662,0.0005141229,0.000376053,0.000376177,0.0002321606,1.0,0.0,1.0,2.0
../output/patients/arx_stats/Anonymized/1/0_0_1_5.csv,10.0,59.0,88.1196013289,10.0,363.0,301.0,6.0,0.7059304819,0.6635340422,0.3746972654,3.22284e-05,0.9936861416,0.9962950385,0.5188852913,0.0,0.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/0_5_2_5.csv,10.0,5.0,13289.0,10928.0,15650.0,2.0,12.0,0.2499529775,0.2005684226,0.0447048639,2.42e-08,0.4842417271,0.6665413266,0.1987619591,0.0,5.0,2.0,5.0
../output/patients/arx_stats/Anonymized/1/0_1_2_5.csv,10.0,5.0,781.7058823529,206.0,1259.0,34.0,8.0,0.4499153594,0.4863784248,0.2288540485,3.21947e-05,0.9671806604,0.9831484567,0.3601424297,0.0,1.0,2.0,5.0
../output/patients/arx_stats/Anonymized/1/0_4_1_5.csv,10.0,5.0,2214.8333333333,52.0,5585.0,12.0,10.0,0.5082251815,0.5486064796,0.1379479649,2.45426e-05,0.8549409984,0.9408603578,0.4632475909,0.0,4.0,1.0,5.0
../output/patients/arx_stats/Anonymized/1/0_1_2_2.csv,10.0,26136.0,11.4615384615,10.0,19.0,39.0,5.0,0.0100891547,0.0132222624,0.0092719019,0.0184882554,0.0168083825,0.0168142777,0.0103063704,0.0,1.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/0_4_1_2.csv,10.0,17421.0,15.1188118812,10.0,53.0,606.0,7.0,0.2323251702,0.2967648061,0.1814925419,0.3558890437,0.3444387843,0.3446049566,0.2663039924,0.0,4.0,1.0,2.0
../output/patients/arx_stats/Anonymized/1/0_5_2_2.csv,10.0,3585.0,23.1601208459,10.0,148.0,993.0,9.0,0.3460557499,0.433352376,0.4077946528,0.8659364306,0.864060456,0.8645541822,0.307647491,0.0,5.0,2.0,2.0
../output/patients/arx_stats/Anonymized/1/0_1_1_4.csv,10.0,294.0,44.6332767402,10.0,128.0,589.0,6.0,0.7000056427,0.912266974,0.4166659583,0.9777936592,0.9868684121,0.988166443,0.8711623573,0.0,1.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/0_4_2_4.csv,10.0,5.0,442.9666666667,14.0,1034.0,60.0,10.0,0.3509216417,0.6514976018,0.2451517445,0.9884095192,0.973400328,0.9859356522,0.5008981258,0.0,4.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/0_0_2_4.csv,10.0,2221.0,18.5403348554,10.0,54.0,1314.0,6.0,0.5040476997,0.7031219924,0.4451486549,0.9044132273,0.9157543115,0.9161236196,0.5184066914,0.0,0.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/0_5_1_4.csv,10.0,5.0,664.45,259.0,1375.0,40.0,10.0,0.5072377083,0.6361353797,0.2364360354,0.9883850549,0.9693349278,0.9841461852,0.5028905174,0.0,5.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/0_0_2_3.csv,10.0,26237.0,10.8125,10.0,14.0,32.0,5.0,0.0078095023,0.010331106,0.0073003516,0.0120948782,0.0130109702,0.013015019,0.0078058939,0.0,0.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/0_5_1_3.csv,10.0,137.0,72.2568306011,10.0,310.0,366.0,9.0,0.5546204341,0.6607232318,0.37578761,0.9944607583,0.9909243504,0.9929399929,0.5031620119,0.0,5.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/0_1_1_3.csv,10.0,17812.0,12.974852071,10.0,31.0,676.0,5.0,0.2573985254,0.31916721,0.1783660885,0.3350893909,0.3297873438,0.3299141041,0.3215578171,0.0,1.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/0_4_2_3.csv,10.0,640.0,70.3062330623,10.0,246.0,369.0,9.0,0.3904337358,0.661939469,0.3767619871,0.9761255692,0.9725195575,0.9742522687,0.4882906158,0.0,4.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/1_4_2_4.csv,10.0,0.0,886.1,32.0,1813.0,30.0,11.0,0.1009874732,0.4510130923,0.2004695763,0.9885694674,0.9487214996,0.9583622354,0.2251028484,1.0,4.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/1_1_1_4.csv,10.0,28.0,84.0348101266,10.0,241.0,316.0,7.0,0.4569273596,0.7208114669,0.3757506315,0.9876277047,0.9950262676,0.9965997798,0.4007783862,1.0,1.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/1_5_1_4.csv,10.0,0.0,1329.15,521.0,2236.0,20.0,11.0,0.2573223489,0.4356395506,0.1917538672,0.9885449995,0.9416685094,0.9529896153,0.2243229414,1.0,5.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/1_0_2_4.csv,10.0,39.0,32.5693251534,10.0,104.0,815.0,7.0,0.2995598691,0.5663319984,0.4374693326,0.9874426695,0.9971608273,0.9974828642,0.263412268,1.0,0.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/1_5_1_3.csv,10.0,28.0,139.0314136126,10.0,490.0,191.0,10.0,0.3070853553,0.4629958395,0.3322857754,0.9986762498,0.9914435733,0.9932203095,0.2257587771,1.0,5.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/1_0_2_3.csv,10.0,23333.0,11.7753623188,10.0,23.0,276.0,6.0,0.0427905052,0.07256894,0.0667826925,0.1203528889,0.1222071571,0.1222373057,0.0317745359,1.0,0.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/1_4_2_3.csv,10.0,384.0,127.1796116505,10.0,398.0,206.0,10.0,0.1481642403,0.4710924871,0.3368009121,0.9847385118,0.9789632181,0.9805165764,0.2215745052,1.0,4.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/1_1_1_3.csv,10.0,8580.0,15.9318584071,10.0,52.0,1130.0,6.0,0.3508313584,0.5129630816,0.3477007735,0.6863363259,0.676796778,0.677032878,0.2789431526,1.0,1.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/1_4_0_5.csv,10.0,0.0,2953.6666666667,45.0,9564.0,9.0,10.0,0.3009874732,0.382340253,0.1087380705,2.45249e-05,0.7539257654,0.8679833671,0.2119248071,1.0,4.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/0_3_2_1.csv,10.0,26361.0,11.6842105263,10.0,15.0,19.0,6.0,0.004593161,0.0061969881,0.0045789751,0.0092381038,0.0083477854,0.0083508412,0.0050374907,0.0,3.0,2.0,1.0
../output/patients/arx_stats/Anonymized/1/1_0_0_5.csv,10.0,29.0,120.7,10.0,706.0,220.0,6.0,0.4994545386,0.4979624624,0.3457561164,3.22513e-05,0.9920154943,0.99557946,0.2495510175,1.0,0.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/1_0_0_2.csv,10.0,26573.0,10.0,10.0,10.0,1.0,3.0,0.0002445172,0.0003004226,0.0002183662,0.0005141229,0.000376053,0.000376177,0.0002321606,1.0,0.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/1_4_0_2.csv,10.0,12368.0,18.0852417303,10.0,79.0,786.0,7.0,0.2406331114,0.364350966,0.2693269651,0.5417006548,0.5342830495,0.5345743655,0.2036992188,1.0,4.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/1_3_2_1.csv,10.0,25598.0,12.3125,10.0,23.0,80.0,7.0,0.0111161268,0.0200627296,0.020461722,0.0416424213,0.0370369554,0.0370491454,0.0096347238,1.0,3.0,2.0,1.0
../output/patients/arx_stats/Anonymized/1/0_4_0_5.csv,10.0,5.0,1476.5555555556,20.0,5585.0,18.0,9.0,0.5508840236,0.5828369848,0.1534249685,2.45455e-05,0.8706371057,0.9558147785,0.4816241491,0.0,4.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/0_0_0_5.csv,10.0,159.0,62.7648456057,10.0,363.0,421.0,5.0,0.7455140503,0.6949308713,0.388942625,3.20847e-05,0.9903469244,0.992914348,0.5374240587,0.0,0.0,0.0,5.0
../output/patients/arx_stats/Anonymized/1/0_4_0_2.csv,10.0,18802.0,15.2568627451,10.0,53.0,510.0,6.0,0.2048941053,0.258124133,0.1526406842,0.3035580712,0.29251731,0.29267078,0.2365573255,0.0,4.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/0_4_1_3.csv,10.0,1181.0,39.200617284,10.0,152.0,648.0,8.0,0.5819856675,0.8083172881,0.4081510724,0.9557380219,0.9536053149,0.9548387154,0.6992557643,0.0,4.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/0_1_2_3.csv,10.0,9910.0,15.1297640653,10.0,49.0,1102.0,6.0,0.3449629462,0.4911005635,0.3230821177,0.6371272223,0.6268286652,0.6270532093,0.3618251797,0.0,1.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/0_5_2_3.csv,10.0,30.0,138.296875,10.0,446.0,192.0,10.0,0.3496050107,0.4970988117,0.3346479366,0.9983008607,0.9918208377,0.9946060285,0.3493239169,0.0,5.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/0_0_1_3.csv,10.0,26489.0,10.4444444444,10.0,12.0,9.0,4.0,0.0030056803,0.0035154559,0.0020459072,0.002823079,0.0035348333,0.0035360183,0.0035581332,0.0,0.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/0_5_2_4.csv,10.0,5.0,1328.9,622.0,1967.0,20.0,11.0,0.299943573,0.4697974622,0.1941723395,0.9883850278,0.9451653255,0.9647808316,0.3476947024,0.0,5.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/0_0_1_4.csv,10.0,9949.0,14.5656742557,10.0,54.0,1142.0,5.0,0.4828913215,0.5908353604,0.3274602182,0.6135319591,0.6253806976,0.6256440567,0.581273115,0.0,0.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/0_4_1_4.csv,10.0,75.0,247.738317757,10.0,705.0,107.0,9.0,0.5565982019,0.815498251,0.2867286781,0.9860319143,0.981831314,0.9909863881,0.7253597034,0.0,4.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/0_1_2_4.csv,10.0,5.0,78.1705882353,14.0,172.0,340.0,7.0,0.4999059549,0.7556074645,0.3783215241,0.9884171984,0.9963484379,0.998060432,0.5620036273,0.0,1.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/1_1_2_3.csv,10.0,2587.0,21.1232394366,10.0,72.0,1136.0,7.0,0.2708046496,0.5260264379,0.4302801916,0.9013342627,0.9018464437,0.9020768911,0.2367128401,1.0,1.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/1_4_1_3.csv,10.0,672.0,71.3801652893,10.0,267.0,363.0,9.0,0.3489504571,0.6282043136,0.3737597251,0.9741523883,0.9709530723,0.9724839347,0.344236491,1.0,4.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/1_0_1_3.csv,10.0,25697.0,11.5064935065,10.0,19.0,77.0,5.0,0.0197062032,0.0262417703,0.0189600147,0.0336398737,0.0333158575,0.0333275618,0.0160657618,1.0,0.0,1.0,3.0
../output/patients/arx_stats/Anonymized/1/1_5_2_3.csv,10.0,0.0,271.2551020408,13.0,738.0,98.0,11.0,0.1,0.2970574363,0.2901240107,0.9997899463,0.9863407378,0.9871995555,0.1174313827,1.0,5.0,2.0,3.0
../output/patients/arx_stats/Anonymized/1/1_0_1_4.csv,10.0,1878.0,20.266611977,10.0,104.0,1219.0,6.0,0.4751015687,0.6842134347,0.4489214064,0.9181575734,0.9285505835,0.9289190099,0.3756021692,1.0,0.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/1_5_2_4.csv,10.0,0.0,2658.3,1502.0,3406.0,10.0,12.0,0.05,0.2692789939,0.149483974,0.9885449725,0.8939393307,0.8948845261,0.1160030945,1.0,5.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/1_1_2_4.csv,10.0,0.0,156.3705882353,32.0,285.0,170.0,8.0,0.25,0.5551427642,0.3336496571,0.9885771478,0.9933591384,0.9947443024,0.2633382127,1.0,1.0,2.0,4.0
../output/patients/arx_stats/Anonymized/1/1_4_1_4.csv,10.0,0.0,443.05,12.0,1207.0,60.0,10.0,0.3083098221,0.617373649,0.2427394695,0.9885694944,0.9706069983,0.9813985879,0.3529564577,1.0,4.0,1.0,4.0
../output/patients/arx_stats/Anonymized/1/1_1_0_2.csv,10.0,25886.0,11.4262295082,10.0,17.0,61.0,4.0,0.0157318587,0.0206168405,0.0145361178,0.0272692434,0.0262092437,0.0262182127,0.0119482327,1.0,1.0,0.0,2.0
../output/patients/arx_stats/Anonymized/1/1_5_0_2.csv,10.0,6439.0,23.3960511034,10.0,157.0,861.0,8.0,0.3031110108,0.379560112,0.3590999532,0.7628949707,0.7567653145,0.7572492141,0.1858221157,1.0,5.0,0.0,2.0
